ID,Username,Password,FirstName,LastName,PhoneNumber,Email,IsReviewer,IsAdmin
64,IFili03,dre)amS83,Isabell,Fili,239-826-0892,IFili29@somema1lnet,0,0
65,NBifur25,througH@41,Noah,Bifur,308-643-5185,NBifur17@ma1l2ubiz,1,0
66,NSulimo97,th)roW52,Noah,Sulimo,229-344-5458,NSulimo@everyma1lus,1,1
67,HIlluvatar26,secreTl(y76,Hanna,Illuvatar,201-883-5117,HIlluvatar@everyma1lnet,0,0
68,LUngoliant02,magne)Tic75,Liv,Ungoliant,205-243-1930,Liv.Ungoliant@hotma1lus,1,1
69,MTulkas80,C(aptain56,Mary,Tulkas,,MTulkas29@ma1lboxco.uk,0,1
70,KFingolfin62,Should*76,Katie,Fingolfin,458-370-5414,Katie.Fingolfin39@ma1lboxorg,1,1
71,SStormcrow08,c#omPuter12,Sylvia,Stormcrow,479-975-1960,SStormcrow44@b1zmailco.uk,1,0
72,LMithrandir40,wr)onG85,Lauren,Mithrandir,,LMithrandir75@everyma1lco.uk,0,1
73,VSackville59,lig(hT19,Valerie,Sackville,206-102-8130,VSackville15@ma1l2uco.uk,0,1
74,EEarendil67,e)nteR81,Eve,Earendil,385-981-6696,Eve.Earendil97@yah00us,0,1
75,MShelob53,capT!ain17,Melinda,Shelob,229-067-9054,MShelob@yah00com,0,0
76,IElwing69,secrEtly*89,Ivy,Elwing,217-082-2013,IElwing57@somema1lorg,0,0
77,LThranduil16,intereSt*74,Lexie,Thranduil,,LThranduil3@somema1lus,1,0
78,QLurtz05,li!ghT87,Quinn,Lurtz,316-630-1014,QLurtz@hotma1lnet,1,1
79,AMaeglin00,secr*etLy07,Adrianna,Maeglin,231-242-4901,Adrianna.Maeglin@ma1lboxcom,1,0
80,VYavanna83,asK^ed31,Veronica,Yavanna,218-745-7424,VYavanna12@b1zmailcom,0,0
81,EOlorin93,maGne!tic89,Elizabeth,Olorin,605-342-2839,Elizabeth.Olorin@yah00com,0,0
82,RElladan50,shoUld(82,Raven,Elladan,458-792-2070,RElladan42@everyma1lcom,0,1
83,LBombur95,wIndow!46,Lucas,Bombur,314-972-7209,LBombur@gma1lbiz,1,1
84,MKhamul03,end*Ing20,Madison,Khamul,480-248-2630,MKhamul@ma1lboxnet,0,1
85,JDenethor39,assE*rt46,Jacqueline,Denethor,803-642-9873,JDenethor73@hotma1lus,1,1
86,CIsildur23,libra(rY92,Chloe,Isildur,,CIsildur@somema1lbiz,1,0
87,LYavanna50,cap*taIn58,Lydia,Yavanna,252-679-9969,LYavanna@gma1lbiz,0,1
88,KShagrat15,S*peed48,Kate,Shagrat,207-611-2673,KShagrat99@ma1l2uco.uk,1,0
89,HQuickbeam08,rescuE*36,Haley,Quickbeam,513-273-1118,HQuickbeam43@yah00com,0,1
90,VGrahame45,a!ssErt48,Valerie,Grahame,239-118-2595,,0,0
91,EBolger49,bu%iLd76,Erika,Bolger,458-041-5016,EBolger19@ma1lboxcom,0,1
92,LTelchar62,sho(uLd96,Leo,Telchar,803-209-8440,LTelchar10@somema1lus,0,0
93,AShadowfax72,lIbr%ary05,Alyssa,Shadowfax,205-580-8444,AShadowfax33@everyma1lco.uk,0,1
94,MGil-Galad84,isla@nD78,Marishka,Gil-Galad,859-507-4623,,1,0
95,SSauruman52,s*ecretlY54,Shelby,Sauruman,209-903-8721,SSauruman84@b1zmailorg,1,1
96,NManwe20,lib#rarY07,Nadine,Manwe,206-242-6457,,1,0
97,MDeagol75,sPee@d80,Megan,Deagol,423-741-3281,MDeagol77@somema1lbiz,1,0
98,JPharazon64,l$Ibrary14,Jamie,Pharazon,513-557-5896,Jamie.Pharazon23@ma1l2ucom,1,0
99,SGil-Galad46,cap$taiN84,Stephanie,Gil-Galad,240-226-3154,SGil-Galad@ma1l2ubiz,1,1
100,LTuor95,liBra#ry67,Lauren,Tuor,,LTuor35@everyma1lorg,0,1
101,MMaggot75,peOple^32,Magdalena,Maggot,203-818-0438,MMaggot@gma1lco.uk,0,1
102,VCotton77,l@iBrary17,Valerie,Cotton,276-051-9726,VCotton48@ma1lboxbiz,1,0
103,BMaedhros29,liG(ht87,Brittany,Maedhros,859-877-1696,BMaedhros57@hotma1lco.uk,0,0
104,LElentari10,pIq*ue30,Leah,Elentari,229-315-9557,,1,0
105,VMelkor51,vis^ionS41,Valerie,Melkor,203-962-4615,VMelkor@hotma1lorg,1,1
106,ATelchar99,sheph#Erd24,Autumn,Telchar,217-568-0853,ATelchar4@b1zmailus,1,1
107,SGothmog67,lIbrary(01,Sylvia,Gothmog,385-492-5969,SGothmog18@gma1lus,1,0
108,KPharazon40,comP)uter68,Kylie,Pharazon,276-533-8787,Kylie.Pharazon65@ma1l2uus,1,0
109,JFinwe37,cOmp*uter52,Joy,Finwe,203-270-5029,,1,0
110,MLurtz00,cOmput$er14,Megan,Lurtz,859-065-9705,MLurtz@yah00co.uk,1,1
111,ANimrodel78,R)abbit72,Averie,Nimrodel,505-174-2817,Averie.Nimrodel64@gma1lus,0,0
112,LVarda34,Monst%er59,Linda,Varda,308-102-2305,LVarda@ma1l2ubiz,1,1
113,QElros74,islanD^23,Quinn,Elros,307-136-7122,QElros9@ma1lboxco.uk,1,1
114,DKementari14,Probab^ly89,Donna,Kementari,406-058-5979,DKementari77@somema1lcom,1,1
115,STurin95,lIbrar*y10,Steven,Turin,405-206-5285,Steven.Turin44@hotma1lus,0,1
116,KGandalf16,w#oRds40,Kathryn,Gandalf,701-427-5724,KGandalf86@hotma1lnet,1,1
117,MFingolfin77,Vision^s72,Michaela,Fingolfin,,MFingolfin35@ma1l2unet,1,0
118,IAnnatar64,lIb*rary09,Ivy,Annatar,307-125-6871,IAnnatar@b1zmailus,0,1
119,DLurtz66,se)cRetly20,Daniel,Lurtz,702-812-6060,DLurtz65@everyma1lco.uk,1,1
120,KElrond89,visiOn!s51,Kathryn,Elrond,803-501-7257,Kathryn.Elrond@everyma1lco.uk,0,0
121,LStormcrow37,throug(H01,Leo,Stormcrow,385-890-0557,Leo.Stormcrow99@hotma1lbiz,0,1
122,EHalbarad80,tHro^ugh00,Erik,Halbarad,405-893-4610,EHalbarad30@everyma1lco.uk,1,0
123,VShadowfax08,li^bRary78,Veronica,Shadowfax,206-174-2971,Veronica.Shadowfax88@hotma1lbiz,0,0
124,LAngrod28,sEc$retly59,Leo,Angrod,,LAngrod@ma1l2ubiz,0,1
125,MGoldberry79,secRetl%y52,Megan,Goldberry,303-027-5710,,0,1
126,DNazgul07,cap%tAin66,Dianna,Nazgul,,DNazgul36@gma1lcom,1,0
127,AManwe62,lig^hT05,Autumn,Manwe,603-429-3730,AManwe64@yah00us,1,0
128,MMaeglin82,vIsions)41,Melody,Maeglin,406-720-0311,MMaeglin24@ma1lboxcom,1,0
129,CUngoliant68,secRetl%y23,Clarissa,Ungoliant,802-395-4560,CUngoliant50@b1zmailnet,0,0
130,AAldarion04,li%Brary23,Ana,Aldarion,401-158-7825,AAldarion39@b1zmailorg,0,0
131,KFinarfin29,pI^que79,Kelsey,Finarfin,210-629-2279,Kelsey.Finarfin@ma1lboxnet,1,0
132,AGorbag28,a$sseRt19,Anabelle,Gorbag,307-298-0478,AGorbag84@everyma1lorg,1,1
133,KAlcarin20,Wai!ted47,Kelly,Alcarin,228-676-9025,KAlcarin30@ma1l2unet,1,0
134,MBofur39,wrI@te86,Melissa,Bofur,,MBofur63@ma1l2unet,0,1
135,EShagrat32,As)sert33,Elijah,Shagrat,,EShagrat89@somema1lco.uk,0,0
136,RMablung71,s(ecrEtly33,Rebecca,Mablung,302-131-8450,RMablung48@ma1lboxorg,1,0
137,SSackville71,rescUe@52,Sierra,Sackville,,SSackville@everyma1lcom,0,1
138,JTheoden65,pro(baBly10,Jade,Theoden,,JTheoden25@yah00biz,0,0
139,AShelob29,visio^Ns44,Alexander,Shelob,307-603-0211,AShelob48@everyma1lus,0,0
140,AAldarion74,s@ecretlY98,Anabelle,Aldarion,803-711-4076,Anabelle.Aldarion52@b1zmailco.uk,1,1
141,MCelebrimbor32,lI!ght76,Miranda,Celebrimbor,205-156-9367,MCelebrimbor11@b1zmailbiz,1,1
142,HValaquenta56,I%sland56,Haley,Valaquenta,,HValaquenta@gma1lus,0,1
143,DFingolfin51,liBrary*55,Daniel,Fingolfin,302-368-0131,DFingolfin27@b1zmailus,0,0
144,AElrohir67,Libr#ary65,Alexa,Elrohir,339-979-5244,AElrohir60@yah00com,0,0
145,LValaquenta19,compuTer^81,Lilly,Valaquenta,239-462-6270,,1,1
146,SKili12,I(nterest59,Steven,Kili,339-942-4094,SKili@hotma1lus,1,0
147,MKhamul16,c*aptAin37,Marishka,Khamul,212-830-7423,MKhamul91@everyma1lcom,1,1
148,KDeagol70,bUild#66,Karen,Deagol,,KDeagol76@hotma1lco.uk,1,0
149,AWormtongue29,lighT*83,Angie,Wormtongue,302-850-9587,AWormtongue24@hotma1lnet,1,0
150,NSulimo31,seCr(etly38,Norah,Sulimo,215-843-7681,NSulimo@b1zmailnet,0,1
151,JSauron11,sho$Uld68,Jenny,Sauron,603-335-7246,JSauron@ma1lboxbiz,1,1
152,QBeren37,s%houLd10,Quinn,Beren,207-548-7196,QBeren52@somema1lcom,0,1
153,LFinarfin64,secRet#ly41,Lucas,Finarfin,,,1,1
154,GTuor50,a(sseRt06,Gabbi,Tuor,802-362-3025,GTuor55@gma1lnet,0,0
155,TBrandybuck75,capTai(n10,Tara,Brandybuck,405-878-3217,Tara.Brandybuck@hotma1lorg,1,0
156,QDurin32,s@ecrEtly18,Quinn,Durin,208-666-7608,QDurin@somema1lcom,0,1
157,LFinarfin61,ass^erT57,Liv,Finarfin,480-776-4171,LFinarfin@ma1lboxbiz,1,0
158,AGaladriel71,tr)Ees86,Angela,Galadriel,,,1,1
159,EGoldberry59,pi$quE55,Ellie,Goldberry,217-220-4926,,0,0
160,LThe Brown22,wickEt#03,Linda,The Brown,229-925-4439,LTheBrown@everyma1lco.uk,1,0
161,RLuthien08,co$Mputer81,Rachel,Luthien,859-657-7527,RLuthien5@somema1lcom,0,1
162,DTheoden55,cOmput!er49,Delilah,Theoden,401-383-4496,DTheoden@yah00us,1,0
163,ACelebrimbor41,t^hrOw98,Amy,Celebrimbor,479-460-1415,ACelebrimbor2@gma1lorg,0,0
164,MElendil63,compUt@er18,Michaela,Elendil,314-150-6506,MElendil7@hotma1lbiz,0,0
165,AStormcrow32,Enter!12,Alexandra,Stormcrow,605-067-5437,AStormcrow@hotma1lorg,1,0
166,BErkenbrand12,inTere%st73,Brianna,Erkenbrand,206-509-0157,BErkenbrand@ma1lboxco.uk,0,1
167,ADori02,Unt*il78,Angelica,Dori,215-996-6639,ADori6@gma1lco.uk,0,1
168,MBolger96,visI^ons89,Melody,Bolger,,Melody.Bolger@ma1l2ucom,0,0
169,HCotton47,inTeres(t89,Hanna,Cotton,,HCotton26@ma1lboxcom,0,1
170,NMaggot30,Asser%t84,Noah,Maggot,,NMaggot12@yah00co.uk,1,1
171,EFelagund29,seC@retly22,Eileen,Felagund,,EFelagund@ma1lboxco.uk,1,0
172,STreebeard82,compuTe@r68,Sasha,Treebeard,,Sasha.Treebeard60@everyma1lbiz,1,1
173,ABeren11,e!Nter56,Angela,Beren,319-472-2256,ABeren35@somema1lnet,0,1
174,TIdril53,N#umbers41,Tiffany,Idril,219-058-8638,TIdril@gma1lus,1,0
175,CSauron40,visi)oNs26,Carla,Sauron,314-388-5322,CSauron22@ma1lboxorg,1,1
176,EButterbur25,th^Row31,Ellie,Butterbur,479-046-9172,EButterbur88@gma1lnet,1,1
177,DEcthelion75,alwAys)72,Danica,Ecthelion,907-834-9618,DEcthelion45@hotma1lco.uk,1,1
178,LKili70,s(Hould00,Leah,Kili,803-921-8104,,1,0
179,EMorgoth50,asSer%t14,Eileen,Morgoth,406-191-6554,EMorgoth55@b1zmailcom,1,1
180,ATulkas49,resc!uE37,Alisa,Tulkas,201-693-8930,ATulkas54@somema1lbiz,0,1
181,KNienna37,wI@cket84,Kathy,Nienna,206-212-8337,KNienna@ma1l2uorg,1,1
182,LGamgee60,bU)ild44,Liam,Gamgee,701-197-2985,LGamgee86@b1zmailbiz,1,1
183,AOlorin95,shO*uld96,Ariel,Olorin,405-264-8566,AOlorin45@yah00us,1,0
184,BKementari60,thrOu(gh89,Bailey,Kementari,302-542-9723,BKementari65@yah00org,1,0
185,EMandos69,asseRt)99,Eve,Mandos,206-957-8928,EMandos@b1zmailbiz,0,0
186,NGothmog97,w^ickEt84,Nadine,Gothmog,316-663-1369,NGothmog24@everyma1lorg,1,0
187,KEowyn05,sHou$ld25,Kelsey,Eowyn,218-310-4884,KEowyn6@yah00us,0,1
188,BCurufin60,libraRy@60,Brittany,Curufin,,BCurufin79@everyma1lnet,0,1
189,AGandalf05,capt#aiN73,Alexander,Gandalf,219-526-3131,AGandalf@gma1lco.uk,1,1
190,ENimloth81,capta)In37,Emily,Nimloth,208-999-8483,ENimloth79@yah00net,1,1
191,MGoldberry45,as@serT14,Mina,Goldberry,,MGoldberry73@gma1lus,1,0
192,KMorgoth67,int$Erest40,Kathy,Morgoth,701-490-6050,Kathy.Morgoth@yah00biz,0,1
193,AElrohir47,Secret#ly19,Angie,Elrohir,406-435-9434,AElrohir46@ma1lboxcom,0,0
194,CStormcrow51,comPuter#54,Cindy,Stormcrow,319-812-6767,CStormcrow98@ma1l2uus,0,0
195,ALurtz51,piQ%ue66,Alexandra,Lurtz,212-226-1016,Alexandra.Lurtz28@hotma1lnet,0,0
196,AHamfast79,pE@ople06,Ana,Hamfast,513-706-2475,AHamfast98@yah00co.uk,0,1
197,BCelebrimbor18,rescU#e49,Brittany,Celebrimbor,808-134-3243,BCelebrimbor37@ma1l2ucom,1,1
198,TNori42,visionS$82,Tara,Nori,,Tara.Nori25@hotma1lus,1,0
199,ABombur30,p(iquE23,Annabelle,Bombur,605-193-1139,ABombur30@ma1lboxus,1,0
200,RKili85,captaiN#28,Raven,Kili,201-323-3562,RKili30@everyma1lcom,0,1
201,EThingol05,Islan!d19,Ellen,Thingol,229-767-3403,EThingol37@hotma1lorg,1,1
202,BBracegirdle19,c!aveS07,Brittany,Bracegirdle,201-457-3009,Brittany.Bracegirdle44@b1zmailco.uk,0,1
203,ABarahir01,vis*iOns11,Annabella,Barahir,859-076-3129,Annabella.Barahir90@yah00biz,1,1
204,KHurin50,visi*onS66,Kate,Hurin,,KHurin70@gma1lbiz,0,0
205,LTreebeard71,vIs*ions20,Lucas,Treebeard,406-063-7255,LTreebeard52@everyma1lorg,1,1
206,MGlorfindel12,Res(cue56,Makenzie,Glorfindel,252-313-7697,Makenzie.Glorfindel94@everyma1lcom,0,1
207,JPharazon53,sh@oulD33,Jaime,Pharazon,,JPharazon4@hotma1lco.uk,1,1
208,RMiriel68,mOns%ter78,Rebecca,Miriel,,,0,0
209,BQuickbeam88,Worl(d38,Benjamin,Quickbeam,,BQuickbeam93@ma1l2unet,1,1
210,AThingol17,Inter$est75,Alexa,Thingol,701-940-5651,Alexa.Thingol@somema1lcom,1,1
211,NTheoden89,islAnd^55,Norah,Theoden,316-884-9002,NTheoden27@everyma1lnet,1,1
212,EKing87,wic)keT84,Eva,King,203-206-8238,EKing@somema1lcom,0,1
213,OFaramir66,sec*retLy80,Ophelia,Faramir,228-659-2936,OFaramir61@ma1lboxbiz,1,0
214,MGothmog33,s(hephErd87,Monica,Gothmog,,MGothmog21@somema1lorg,0,1
215,DBeregond39,Ass(ert06,Daniella,Beregond,859-764-5125,,0,0
216,CCeleborn94,v^isiOns25,Claire,Celeborn,702-543-4968,CCeleborn36@ma1lboxus,0,1
217,GElentari40,Rab$bit70,Grace,Elentari,212-754-8045,GElentari53@somema1lco.uk,0,1
218,MRadagast83,S!moke38,Madison,Radagast,205-749-8406,MRadagast@hotma1lorg,1,0
219,AElrond99,e)nteR42,Alyssa,Elrond,201-109-7143,AElrond@b1zmailorg,1,0
220,VOrodreth47,demaNd^ed86,Vanessa,Orodreth,212-979-5734,VOrodreth66@gma1lorg,1,1
221,JNimrodel01,c#Aptain18,Jessica,Nimrodel,302-882-1933,JNimrodel93@somema1lcom,0,1
222,IDeagol42,sh%oUld96,Iris,Deagol,308-338-7784,IDeagol55@ma1l2unet,0,0
223,BOrodreth02,li*gHt66,Bailey,Orodreth,339-683-1210,BOrodreth59@yah00com,1,0
224,EErkenbrand07,aBou*t10,Ellen,Erkenbrand,206-129-4771,EErkenbrand96@ma1l2ucom,1,0
225,LThe Grey04,Visi*ons98,Lydia,The Grey,,Lydia.TheGrey5@ma1l2uorg,1,1
226,OElladan62,spEed(17,Ophelia,Elladan,802-055-8103,OElladan@b1zmailcom,0,1
227,KLuthien89,visIons^19,Kathryn,Luthien,218-655-1645,,0,0
228,JAlatar40,windO)w27,Jennifer,Alatar,303-398-7947,JAlatar66@yah00co.uk,0,1
229,HMelkor69,Shou^ld07,Henry,Melkor,479-788-7302,HMelkor42@everyma1lorg,0,0
230,CIsildur45,vi%sIons28,Carla,Isildur,208-184-2004,Carla.Isildur96@ma1lboxorg,1,1
231,JBalin82,mon@Ster20,Jewel,Balin,339-263-6513,,1,0
232,YElros09,i%slanD14,Yvette,Elros,603-976-2309,YElros63@gma1lco.uk,0,0
233,ICotton36,throuG^h18,Ivy,Cotton,458-084-3472,Ivy.Cotton14@ma1lboxbiz,1,1
234,VCurufin44,w!aiteD42,Vanessa,Curufin,218-823-1074,VCurufin@yah00com,0,1
235,EHuan14,seC@retly31,Erika,Huan,513-090-2126,EHuan99@somema1lcom,1,1
236,LErkenbrand06,wick@eT45,Lilly,Erkenbrand,219-105-9328,Lilly.Erkenbrand48@everyma1lcom,0,1
237,MShadowfax10,Tryin%g78,Maggie,Shadowfax,240-844-7457,MShadowfax26@b1zmailbiz,1,0
238,RNesa93,endinG*03,Rachel,Nesa,513-238-7955,,1,1
239,AFinrod83,Mons^ter01,Angelique,Finrod,276-912-3862,AFinrod@somema1lus,1,0
240,DSackville88,numBe*rs19,Delilah,Sackville,,DSackville87@ma1l2uco.uk,1,0
241,EGildor76,Rabbi@t79,Elizabeth,Gildor,276-169-5323,EGildor2@everyma1lorg,0,1
242,GUngoliant60,islAn)d81,Grace,Ungoliant,,GUngoliant33@everyma1lnet,0,1
243,LOrodreth60,S$ecretly40,Lauren,Orodreth,205-435-7553,LOrodreth10@everyma1lnet,0,1
244,MCotton03,Co#mputer66,Megan,Cotton,859-838-8283,MCotton@everyma1lorg,0,1
245,LAlatar92,drea%Ms27,Lucy,Alatar,513-636-4805,LAlatar@b1zmailcom,0,0
246,AAlatar65,nUmb$ers91,Alyssa,Alatar,217-355-6337,AAlatar86@b1zmailbiz,1,1
247,DNienna56,Li(ght62,Delilah,Nienna,314-731-1428,DNienna0@b1zmailorg,1,1
248,ELegolas02,visi$oNs15,Evie,Legolas,701-925-2508,ELegolas@ma1l2ubiz,1,0
249,TGil-Galad03,lIght$72,Trinity,Gil-Galad,208-616-6874,TGil-Galad@ma1l2uco.uk,1,0
250,NThe Brown67,w!ronG75,Noah,The Brown,209-829-6129,Noah.TheBrown34@somema1lnet,1,1
