ID,Username,Password,FirstName,LastName,PhoneNumber,Email,IsReviewer,IsAdmin
91,EBolger49,Bui%ld76,Erika,Bolger,262-041-5016,EBolger33@everymailco.uk,1,0
92,LTelchar62,sho#uLd96,Leo,Telchar,314-209-8440,Leo.Telchar68@yahoo.net,0,1
93,AShadowfax72,liBr^ary05,Alyssa,Shadowfax,,AShadowfax7@mail2u.biz,0,1
94,MGil-Galad84,iS@land78,Marishka,Gil-Galad,201-507-4623,Marishka.Gil-Galad82@bizmail.us,1,1
95,SSauruman52,seCre@tly54,Shelby,Sauruman,,SSauruman20@hotmail.com,1,1
96,NManwe20,L^ibrary07,Nadine,Manwe,207-242-6457,NManwe79@bizmail.org,0,1
97,MDeagol75,speeD#80,Megan,Deagol,479-741-3281,MDeagol@mailbox.org,0,1
98,JPharazon64,libRar@y14,Jamie,Pharazon,308-557-5896,JPharazon@bizmail.org,0,1
99,SGil-Galad46,Ca#ptain84,Stephanie,Gil-Galad,209-226-3154,Stephanie.Gil-Galad@bizmail.org,1,1
100,LTuor95,lIbrar^y67,Lauren,Tuor,401-857-0328,,0,0
101,MMaggot75,Peopl@e32,Magdalena,Maggot,302-818-0438,MMaggot0@everymail.net,0,1
102,VCotton77,l(iBrary17,Valerie,Cotton,262-051-9726,VCotton59@somemailco.uk,0,1
103,BMaedhros29,ligh(T87,Brittany,Maedhros,,BMaedhros@mailbox.org,1,0
104,LElentari10,Piq)ue30,Leah,Elentari,229-315-9557,LElentari61@everymail.net,0,0
105,VMelkor51,vIsio^ns41,Valerie,Melkor,206-962-4615,VMelkor22@yahoo.org,1,0
106,ATelchar99,shepheRd!24,Autumn,Telchar,207-568-0853,ATelchar17@somemail.org,1,1
107,SGothmog67,liB$rary01,Sylvia,Gothmog,603-492-5969,SGothmog@mailbox.net,0,1
108,KPharazon40,compUte*r68,Kylie,Pharazon,228-533-8787,KPharazon@everymail.com,0,0
109,JFinwe37,comPu^ter52,Joy,Finwe,,JFinwe50@mail2u.net,1,0
110,MLurtz00,c%ompuTer14,Megan,Lurtz,252-065-9705,MLurtz73@yahoo.biz,0,0
111,ANimrodel78,rabBit!72,Averie,Nimrodel,,ANimrodel72@gmail.com,0,1
112,LVarda34,Monst)er59,Linda,Varda,240-102-2305,,0,0
113,QElros74,iSl(and23,Quinn,Elros,225-136-7122,QElros@somemailco.uk,1,0
114,DKementari14,pro^babLy89,Donna,Kementari,701-058-5979,DKementari60@mail2u.biz,0,0
115,STurin95,li$Brary10,Steven,Turin,423-206-5285,,0,0
116,KGandalf16,w*ordS40,Kathryn,Gandalf,276-427-5724,KGandalf@yahoo.net,1,0
117,MFingolfin77,vi$Sions72,Michaela,Fingolfin,206-113-7109,Michaela.Fingolfin63@somemailco.uk,1,1
118,IAnnatar64,lIbr(ary09,Ivy,Annatar,513-125-6871,IAnnatar98@gmail.com,0,1
119,DLurtz66,sec@retlY20,Daniel,Lurtz,907-812-6060,DLurtz30@gmail.net,1,1
120,KElrond89,viSion*s51,Kathryn,Elrond,319-501-7257,KElrond27@mail2uco.uk,0,0
121,LStormcrow37,tHrou(gh01,Leo,Stormcrow,307-890-0557,LStormcrow@gmail.org,1,1
122,EHalbarad80,tH@rough00,Erik,Halbarad,314-893-4610,EHalbarad48@somemail.net,0,0
123,VShadowfax08,li$brarY78,Veronica,Shadowfax,217-174-2971,VShadowfax18@mail2u.org,0,1
124,LAngrod28,sec*Retly59,Leo,Angrod,304-311-6458,,0,0
125,MGoldberry79,s(ecretlY52,Megan,Goldberry,458-027-5710,Megan.Goldberry49@somemail.com,0,1
126,DNazgul07,cA)ptain66,Dianna,Nazgul,219-486-3273,Dianna.Nazgul@yahoo.net,0,1
127,AManwe62,lIg^ht05,Autumn,Manwe,,Autumn.Manwe45@gmailco.uk,1,0
128,MMaeglin82,v*isIons41,Melody,Maeglin,859-720-0311,MMaeglin@hotmail.com,0,1
129,CUngoliant68,secr$etLy23,Clarissa,Ungoliant,239-395-4560,Clarissa.Ungoliant86@hotmail.com,1,0
130,AAldarion04,librar*Y23,Ana,Aldarion,319-158-7825,AAldarion22@hotmail.us,1,0
131,KFinarfin29,pi(Que79,Kelsey,Finarfin,208-629-2279,KFinarfin97@somemail.org,1,1
132,AGorbag28,asserT(19,Anabelle,Gorbag,603-298-0478,AGorbag95@hotmail.us,0,1
133,KAlcarin20,waIt(ed47,Kelly,Alcarin,302-676-9025,KAlcarin4@yahoo.com,1,1
134,MBofur39,w)ritE86,Melissa,Bofur,212-433-0490,MBofur13@everymail.com,0,0
135,EShagrat32,asse!rT33,Elijah,Shagrat,479-556-9342,Elijah.Shagrat42@everymailco.uk,1,1
136,RMablung71,secr*etLy33,Rebecca,Mablung,808-131-8450,Rebecca.Mablung@somemail.us,0,1
137,SSackville71,r#eScue52,Sierra,Sackville,228-439-7920,SSackville34@mail2u.org,1,1
138,JTheoden65,probAbly^10,Jade,Theoden,405-547-8925,Jade.Theoden61@yahooco.uk,0,0
139,AShelob29,vIs@ions44,Alexander,Shelob,215-603-0211,AShelob57@yahooco.uk,0,1
140,AAldarion74,Secretly!98,Anabelle,Aldarion,217-711-4076,AAldarion13@somemail.us,0,1
141,MCelebrimbor32,li!Ght76,Miranda,Celebrimbor,702-156-9367,MCelebrimbor5@hotmail.us,0,1
142,HValaquenta56,isL(and56,Haley,Valaquenta,206-525-0809,HValaquenta@hotmail.org,0,1
143,DFingolfin51,liBrar$y55,Daniel,Fingolfin,201-368-0131,DFingolfin24@gmail.biz,1,1
144,AElrohir67,libr@Ary65,Alexa,Elrohir,308-979-5244,AElrohir22@mailboxco.uk,1,0
145,LValaquenta19,comPute$r81,Lilly,Valaquenta,217-462-6270,Lilly.Valaquenta85@bizmail.org,0,1
146,SKili12,inteRes$t59,Steven,Kili,,SKili@mailbox.com,1,1
147,MKhamul16,cap#taiN37,Marishka,Khamul,603-830-7423,Marishka.Khamul11@mailbox.us,0,1
148,KDeagol70,bui#lD66,Karen,Deagol,207-401-0981,KDeagol13@mail2u.net,0,0
149,AWormtongue29,ligHt)83,Angie,Wormtongue,701-850-9587,AWormtongue39@mailbox.org,0,0
150,NSulimo31,s*ecretLy38,Norah,Sulimo,262-843-7681,NSulimo@mail2uco.uk,1,1
151,JSauron11,s)houlD68,Jenny,Sauron,231-335-7246,Jenny.Sauron@gmail.net,1,1
152,QBeren37,sho%uLd10,Quinn,Beren,239-548-7196,Quinn.Beren72@hotmail.biz,0,0
153,LFinarfin64,secreT*ly41,Lucas,Finarfin,231-551-5454,LFinarfin@mailbox.biz,0,1
154,GTuor50,A$ssert06,Gabbi,Tuor,304-362-3025,GTuor70@everymail.com,0,0
155,TBrandybuck75,Captai*n10,Tara,Brandybuck,,,0,0
156,QDurin32,secreTl#y18,Quinn,Durin,252-666-7608,,1,0
157,LFinarfin61,as%sErt57,Liv,Finarfin,405-776-4171,LFinarfin9@everymail.us,0,0
158,AGaladriel71,tR!ees86,Angela,Galadriel,702-319-1935,AGaladriel7@hotmail.org,1,0
159,EGoldberry59,P)ique55,Ellie,Goldberry,302-220-4926,EGoldberry@bizmail.net,0,0
160,LThe Brown22,wiCket#03,Linda,The Brown,218-925-4439,Linda.TheBrown@mail2u.com,0,1
161,RLuthien08,comPute@r81,Rachel,Luthien,276-657-7527,RLuthien32@mail2u.net,1,0
162,DTheoden55,comPuter(49,Delilah,Theoden,701-383-4496,DTheoden96@hotmail.us,0,1
163,ACelebrimbor41,t*Hrow98,Amy,Celebrimbor,479-460-1415,ACelebrimbor26@hotmailco.uk,1,0
164,MElendil63,co*mpuTer18,Michaela,Elendil,802-150-6506,MElendil75@yahoo.net,1,0
165,AStormcrow32,ente!R12,Alexandra,Stormcrow,,AStormcrow97@bizmailco.uk,1,1
166,BErkenbrand12,interE!st73,Brianna,Erkenbrand,303-509-0157,BErkenbrand86@hotmail.us,0,0
167,ADori02,uNtil#78,Angelica,Dori,307-996-6639,Angelica.Dori32@bizmail.us,0,0
168,MBolger96,visio^nS89,Melody,Bolger,,,0,0
169,HCotton47,inTeres^t89,Hanna,Cotton,207-510-2036,HCotton13@mailbox.us,1,0
170,NMaggot30,Ass)ert84,Noah,Maggot,,NMaggot@mailbox.org,1,1
171,EFelagund29,s!ecreTly22,Eileen,Felagund,229-768-0096,EFelagund93@somemail.net,0,0
172,STreebeard82,cOmputer*68,Sasha,Treebeard,,STreebeard64@yahoo.com,0,1
173,ABeren11,ente^R56,Angela,Beren,458-472-2256,ABeren27@everymail.net,1,1
174,TIdril53,numbe(rS41,Tiffany,Idril,,,0,0
175,CSauron40,viS*ions26,Carla,Sauron,802-388-5322,CSauron95@mail2uco.uk,0,1
176,EButterbur25,thr!oW31,Ellie,Butterbur,206-046-9172,EButterbur39@everymail.org,1,1
177,DEcthelion75,alWays!72,Danica,Ecthelion,240-834-9618,DEcthelion18@mail2u.org,1,1
178,LKili70,Shou)ld00,Leah,Kili,201-921-8104,LKili46@bizmail.org,1,0
179,EMorgoth50,asSe!rt14,Eileen,Morgoth,,EMorgoth24@hotmailco.uk,0,1
180,ATulkas49,r*eScue37,Alisa,Tulkas,229-693-8930,ATulkas@hotmail.us,0,1
181,KNienna37,W$icket84,Kathy,Nienna,307-212-8337,KNienna@mailboxco.uk,1,1
182,LGamgee60,b#uiLd44,Liam,Gamgee,219-197-2985,Liam.Gamgee99@hotmail.org,1,0
183,AOlorin95,Sho#uld96,Ariel,Olorin,215-264-8566,,1,1
184,BKementari60,tHrough*89,Bailey,Kementari,339-542-9723,BKementari34@everymail.us,1,0
185,EMandos69,asSert)99,Eve,Mandos,339-957-8928,,1,1
186,NGothmog97,Wi*cket84,Nadine,Gothmog,203-663-1369,NGothmog@mailbox.us,0,1
187,KEowyn05,sh@ouLd25,Kelsey,Eowyn,201-310-4884,Kelsey.Eowyn91@everymail.us,0,1
188,BCurufin60,librA%ry60,Brittany,Curufin,316-586-0797,BCurufin87@yahooco.uk,1,1
189,AGandalf05,capTai@n73,Alexander,Gandalf,212-526-3131,AGandalf@mail2u.net,1,0
190,ENimloth81,ca@ptaiN37,Emily,Nimloth,212-999-8483,ENimloth35@mailboxco.uk,1,1
191,MGoldberry45,aSser%t14,Mina,Goldberry,702-407-2210,MGoldberry82@mail2u.com,0,1
192,KMorgoth67,int(eRest40,Kathy,Morgoth,702-490-6050,KMorgoth84@mailbox.org,1,1
193,AElrohir47,sEcre*tly19,Angie,Elrohir,505-435-9434,Angie.Elrohir54@bizmail.biz,0,0
194,CStormcrow51,coMpu#ter54,Cindy,Stormcrow,423-812-6767,CStormcrow52@mail2uco.uk,1,0
195,ALurtz51,pi(qUe66,Alexandra,Lurtz,240-226-1016,ALurtz@hotmail.biz,1,0
196,AHamfast79,Peopl!e06,Ana,Hamfast,229-706-2475,AHamfast@hotmailco.uk,0,1
197,BCelebrimbor18,rEscue$49,Brittany,Celebrimbor,385-134-3243,BCelebrimbor31@gmail.com,0,1
198,TNori42,Visions$82,Tara,Nori,218-650-2892,TNori@everymail.net,1,0
199,ABombur30,piqu@E23,Annabelle,Bombur,209-193-1139,,1,1
200,RKili85,Captai#n28,Raven,Kili,240-323-3562,RKili29@somemail.net,1,0
201,EThingol05,Isla$nd19,Ellen,Thingol,,EThingol55@mail2uco.uk,0,1
202,BBracegirdle19,cave@S07,Brittany,Bracegirdle,701-457-3009,BBracegirdle51@yahoo.biz,0,0
203,ABarahir01,vis$ioNs11,Annabella,Barahir,,,1,1
204,KHurin50,Visions!66,Kate,Hurin,802-898-4479,KHurin52@hotmail.org,1,1
205,LTreebeard71,vIsi$ons20,Lucas,Treebeard,480-063-7255,LTreebeard@mailbox.com,1,0
206,MGlorfindel12,res#cUe56,Makenzie,Glorfindel,339-313-7697,MGlorfindel15@mail2u.biz,0,0
207,JPharazon53,shouL%d33,Jaime,Pharazon,,JPharazon0@hotmail.com,0,0
208,RMiriel68,mon(sTer78,Rebecca,Miriel,262-333-3029,RMiriel17@somemail.net,1,0
209,BQuickbeam88,wor*lD38,Benjamin,Quickbeam,802-972-2120,Benjamin.Quickbeam83@bizmail.biz,0,1
210,AThingol17,interEst*75,Alexa,Thingol,405-940-5651,AThingol46@yahoo.org,1,0
211,NTheoden89,islA)nd55,Norah,Theoden,423-884-9002,NTheoden10@hotmailco.uk,1,1
212,EKing87,wiCke%t84,Eva,King,907-206-8238,EKing79@somemail.us,1,1
213,OFaramir66,s*ecretlY80,Ophelia,Faramir,339-659-2936,OFaramir49@bizmail.net,1,0
214,MGothmog33,shEphe^rd87,Monica,Gothmog,217-786-3651,Monica.Gothmog29@everymailco.uk,0,1
215,DBeregond39,assEr%t06,Daniella,Beregond,303-764-5125,,0,0
216,CCeleborn94,vis^ioNs25,Claire,Celeborn,316-543-4968,,0,1
217,GElentari40,Rabbit*70,Grace,Elentari,480-754-8045,GElentari24@somemail.org,1,1
218,MRadagast83,s$moKe38,Madison,Radagast,217-749-8406,MRadagast87@mail2u.com,0,0
219,AElrond99,enteR)42,Alyssa,Elrond,210-109-7143,,0,0
220,VOrodreth47,dema#Nded86,Vanessa,Orodreth,201-979-5734,VOrodreth39@mailbox.org,0,1
221,JNimrodel01,captai*N18,Jessica,Nimrodel,217-882-1933,,1,0
222,IDeagol42,shoUl^d96,Iris,Deagol,225-338-7784,IDeagol5@gmail.net,0,0
223,BOrodreth02,Light%66,Bailey,Orodreth,385-683-1210,,0,1
224,EErkenbrand07,ab(ouT10,Ellen,Erkenbrand,307-129-4771,EErkenbrand@mailbox.com,1,1
225,LThe Grey04,Visio$ns98,Lydia,The Grey,,LTheGrey65@yahoo.us,1,1
226,OElladan62,spe!Ed17,Ophelia,Elladan,479-055-8103,Ophelia.Elladan20@somemailco.uk,0,1
227,KLuthien89,v^Isions19,Kathryn,Luthien,212-655-1645,KLuthien81@yahoo.com,1,1
228,JAlatar40,wi#ndoW27,Jennifer,Alatar,702-398-7947,JAlatar72@yahoo.us,1,1
229,HMelkor69,sHoul^d07,Henry,Melkor,701-788-7302,HMelkor@bizmail.biz,0,1
230,CIsildur45,v#Isions28,Carla,Isildur,605-184-2004,CIsildur33@yahoo.org,0,1
231,JBalin82,mon^Ster20,Jewel,Balin,319-263-6513,JBalin86@everymail.org,1,1
232,YElros09,isl^aNd14,Yvette,Elros,339-976-2309,YElros@somemail.com,1,1
233,ICotton36,Through$18,Ivy,Cotton,406-084-3472,ICotton65@yahooco.uk,1,1
234,VCurufin44,w^aitEd42,Vanessa,Curufin,302-823-1074,Vanessa.Curufin@mail2u.org,1,1
235,EHuan14,secreT#ly31,Erika,Huan,701-090-2126,EHuan@everymail.biz,1,1
236,LErkenbrand06,wic%Ket45,Lilly,Erkenbrand,458-105-9328,LErkenbrand@somemail.biz,1,0
237,MShadowfax10,tr(yiNg78,Maggie,Shadowfax,225-844-7457,MShadowfax0@hotmail.us,1,1
238,RNesa93,endI)ng03,Rachel,Nesa,505-238-7955,RNesa50@everymail.org,1,0
239,AFinrod83,mOns!ter01,Angelique,Finrod,303-912-3862,AFinrod40@somemail.biz,0,1
240,DSackville88,nUmbe$rs19,Delilah,Sackville,208-809-7459,DSackville84@mailbox.biz,1,1
241,EGildor76,R!abbit79,Elizabeth,Gildor,229-169-5323,,0,1
242,GUngoliant60,Island#81,Grace,Ungoliant,802-187-4015,GUngoliant22@everymail.org,0,0
243,LOrodreth60,secr%Etly40,Lauren,Orodreth,907-435-7553,LOrodreth@somemail.biz,0,1
244,MCotton03,compute#R66,Megan,Cotton,,MCotton@gmail.net,0,0
245,LAlatar92,dre#amS27,Lucy,Alatar,240-636-4805,LAlatar@everymail.us,1,0
246,AAlatar65,nu^mBers91,Alyssa,Alatar,201-355-6337,AAlatar27@everymail.net,0,1
247,DNienna56,lI$ght62,Delilah,Nienna,907-731-1428,DNienna@gmailco.uk,0,1
248,ELegolas02,Visi@ons15,Evie,Legolas,205-925-2508,ELegolas89@mail2u.net,1,1
249,TGil-Galad03,lIg@ht72,Trinity,Gil-Galad,,TGil-Galad1@everymail.net,0,1
250,NThe Brown67,Wro%ng75,Noah,The Brown,513-829-6129,Noah.TheBrown14@bizmail.org,0,1
